,year,county code,January,February,March,April,May,June,July,August,September,October,November,December
0,2021,057,6.71,3.77,3.71,0.59,0.43,0.07,0.13,0.03,0.83,13.47,2.36,16.36
0,2022,057,0.97,0.58,1.44,6.38,0.6,1.39,0.01,0.21,1.63,0.09,4.49,-9.99
0,2015,059,0.84,0.58,0.65,0.22,1.01,0.02,0.19,0.01,0.96,0.38,0.26,0.79
0,2016,059,2.54,0.39,1.21,0.29,0.25,0.02,0.0,0.0,0.04,0.63,1.2,4.35
0,2017,059,8.31,3.92,0.13,0.07,0.39,0.0,0.01,0.18,0.1,0.0,0.05,0.04
0,2018,059,1.7,0.32,1.81,0.03,0.13,0.0,0.01,0.0,0.0,0.85,1.37,2.57
0,2019,059,5.07,6.3,1.97,0.13,0.85,0.02,0.02,0.0,0.02,0.0,2.63,4.23
0,2020,059,0.23,0.34,3.84,3.39,0.09,0.05,0.0,0.0,0.0,0.01,0.36,1.26
0,2021,059,1.87,0.05,1.52,0.02,0.07,0.0,0.07,0.03,0.05,0.54,0.0,5.17
0,2022,059,0.07,0.21,1.09,0.21,0.01,0.06,0.01,0.02,0.42,0.29,1.97,-9.99
0,2015,061,0.12,6.73,0.75,3.23,1.93,0.77,0.3,0.06,0.15,1.83,4.98,10.15
0,2016,061,12.37,2.12,12.08,3.4,2.18,0.08,0.0,0.04,0.06,10.95,4.25,9.75
0,2017,061,25.03,21.21,6.08,7.91,1.08,0.56,0.01,0.27,0.91,0.85,11.12,0.81
0,2018,061,7.27,1.36,15.13,5.05,2.13,0.06,0.09,0.01,0.02,0.9,6.3,4.1
0,2019,061,11.64,20.49,7.68,2.71,5.48,0.23,0.03,0.01,1.72,0.13,2.09,9.61
0,2020,061,3.79,0.13,6.63,3.52,2.5,0.27,0.06,0.07,0.01,0.02,4.11,3.84
0,2021,061,5.65,3.6,3.45,0.59,0.51,0.05,0.09,0.03,0.57,12.55,2.01,15.24
0,2022,061,0.68,0.69,1.41,5.8,0.67,1.02,0.01,0.24,1.54,0.09,4.11,-9.99
0,2015,063,0.15,5.64,0.83,1.86,1.89,0.65,0.94,0.12,0.27,1.73,3.96,8.19
0,2016,063,11.63,2.35,11.99,2.68,2.34,0.62,0.0,0.05,0.08,8.86,3.76,8.39
0,2017,063,20.55,19.04,5.73,8.73,0.62,0.61,0.03,0.36,1.04,0.76,9.98,0.89
0,2018,063,5.8,0.89,11.55,4.47,2.36,0.33,0.07,0.0,0.0,0.87,4.39,4.63
0,2019,063,11.38,17.35,7.02,2.79,4.94,0.5,0.03,0.11,2.35,0.16,1.45,8.06
0,2020,063,3.55,0.05,4.55,2.37,3.23,0.35,0.28,0.09,0.0,0.01,3.26,3.92
0,2021,063,4.82,3.11,3.3,0.76,0.27,0.16,0.2,0.01,0.61,10.52,1.56,12.97
0,2022,063,0.68,0.29,1.01,5.09,0.55,1.27,0.01,0.1,1.3,0.01,3.23,-9.99
0,2015,065,0.75,0.37,0.92,0.2,0.58,0.05,0.75,0.06,0.4,0.76,0.15,0.44
0,2016,065,2.32,0.17,0.37,0.74,0.13,0.0,0.04,0.08,0.49,0.37,0.52,2.81
0,2017,065,4.09,2.23,0.06,0.01,0.22,0.0,0.1,0.57,0.64,0.0,0.02,0.0
0,2018,065,1.29,0.18,0.84,0.0,0.07,0.0,0.27,0.22,0.01,1.21,0.49,1.24
0,2019,065,2.03,4.4,0.97,0.11,0.47,0.0,0.25,0.0,0.46,0.0,1.88,2.21
0,2020,065,0.1,0.25,3.67,1.9,0.01,0.02,0.0,0.02,0.0,0.0,0.27,0.38
0,2021,065,1.33,0.04,0.61,0.05,0.0,0.04,0.69,0.25,0.2,0.34,0.0,1.85
0,2022,065,0.04,0.24,0.36,0.12,0.0,0.04,0.05,0.82,0.73,0.81,0.57,-9.99
0,2015,067,0.02,2.59,0.25,1.94,0.17,0.1,0.01,0.02,0.02,0.3,1.92,2.22
0,2016,067,5.86,0.89,5.22,1.51,0.48,0.0,0.0,0.0,0.0,3.91,1.57,3.23
0,2017,067,10.18,8.19,2.66,3.4,0.12,0.19,0.0,0.0,0.01,0.2,2.76,0.16
0,2018,067,4.47,0.54,5.24,2.67,0.4,0.0,0.0,0.0,0.0,0.21,2.99,2.43
0,2019,067,4.53,8.31,3.77,0.76,3.33,0.01,0.0,0.0,0.24,0.0,0.73,4.2
0,2020,067,1.28,0.0,2.03,1.9,0.59,0.01,0.0,0.02,0.0,0.0,0.73,1.5
0,2021,067,2.85,1.17,1.31,0.03,0.01,0.0,0.0,0.0,0.03,5.04,0.78,6.36
0,2022,067,0.08,0.02,1.0,1.13,0.04,0.16,0.0,0.0,0.46,0.0,1.36,-9.99
0,2015,069,0.04,1.54,0.33,0.95,0.68,0.02,0.03,0.06,0.03,0.52,3.39,2.53
0,2016,069,5.78,0.74,4.14,1.29,0.28,0.0,0.0,0.01,0.0,2.0,1.52,1.89
0,2017,069,9.17,5.06,1.68,1.22,0.11,0.03,0.02,0.01,0.02,0.09,0.6,0.1
0,2018,069,3.34,0.29,5.2,1.04,0.02,0.0,0.01,0.0,0.0,0.17,3.51,2.2
0,2019,069,3.51,6.75,2.4,0.37,1.44,0.03,0.01,0.0,0.03,0.0,1.85,6.58
0,2020,069,1.16,0.02,3.65,1.97,0.3,0.0,0.01,0.01,0.0,0.0,0.56,1.04
0,2021,069,5.66,0.26,1.41,0.04,0.0,0.0,0.02,0.0,0.01,2.0,0.4,6.27
0,2022,069,0.03,0.04,1.17,0.63,0.0,0.17,0.0,0.02,0.24,0.0,2.0,-9.99
0,2015,071,1.01,0.52,0.5,0.19,0.23,0.06,1.2,0.1,0.33,0.9,0.23,0.27
0,2016,071,1.49,0.25,0.34,0.83,0.15,0.03,0.16,0.3,0.18,0.53,0.24,2.1
0,2017,071,2.91,1.3,0.04,0.02,0.19,0.0,0.35,0.36,0.39,0.0,0.0,0.0
0,2018,071,1.12,0.12,0.92,0.0,0.25,0.0,0.51,0.15,0.01,0.81,0.36,0.86
0,2019,071,1.87,2.9,1.17,0.18,0.52,0.01,0.24,0.06,0.24,0.0,1.39,2.21
0,2020,071,0.03,0.23,2.39,1.33,0.01,0.0,0.0,0.07,0.0,0.0,0.14,0.24
0,2021,071,0.85,0.04,0.3,0.01,0.01,0.05,0.68,0.27,0.18,0.35,0.0,1.56
0,2022,071,0.06,0.19,0.2,0.08,0.0,0.04,0.44,0.98,0.35,0.32,0.55,-9.99
0,2015,073,0.6,0.75,1.18,0.31,1.39,0.09,0.72,0.05,0.91,0.63,0.88,1.57
0,2016,073,4.03,0.4,1.16,0.84,0.5,0.0,0.0,0.0,0.7,0.17,1.17,4.2
0,2017,073,5.78,4.78,0.19,0.01,1.15,0.01,0.1,0.49,0.19,0.02,0.03,0.04
0,2018,073,2.55,0.64,1.74,0.03,0.16,0.0,0.18,0.02,0.0,0.51,1.59,2.27
0,2019,073,2.92,7.34,1.45,0.29,1.27,0.06,0.15,0.0,0.31,0.0,3.63,3.75
0,2020,073,0.37,0.71,4.75,3.37,0.08,0.11,0.0,0.01,0.0,0.06,0.95,0.94
0,2021,073,2.36,0.17,2.33,0.18,0.05,0.01,0.43,0.54,0.15,0.97,0.0,4.15
0,2022,073,0.25,0.95,1.71,0.26,0.01,0.02,0.01,0.24,1.02,0.62,1.4,-9.99
0,2015,075,0.0,2.11,0.13,1.54,0.11,0.23,0.06,0.02,0.08,0.02,1.66,5.19
0,2016,075,7.46,1.03,7.2,1.48,0.16,0.01,0.02,0.01,0.0,3.63,2.31,5.54
0,2017,075,10.63,9.26,4.12,2.9,0.01,0.19,0.0,0.01,0.27,0.28,3.77,0.15
0,2018,075,5.61,0.4,5.38,4.12,0.05,0.0,0.0,0.01,0.03,0.31,4.22,2.38
0,2019,075,5.57,9.46,5.21,0.47,2.51,0.0,0.0,0.0,0.12,0.0,1.44,4.78
0,2020,075,2.45,0.0,2.28,1.18,0.62,0.0,0.03,0.06,0.0,0.01,0.64,2.17
0,2021,075,3.2,1.73,1.85,0.11,0.01,0.01,0.01,0.02,0.05,6.44,1.64,9.59
0,2022,075,0.63,0.03,0.61,1.58,0.01,0.36,0.04,0.01,0.4,0.0,1.87,-9.99
0,2015,077,0.01,1.68,0.25,1.04,0.15,0.1,0.01,0.04,0.01,0.22,1.96,2.22
0,2016,077,4.86,0.68,3.75,2.15,0.29,0.0,0.0,0.0,0.0,2.86,1.43,2.31
0,2017,077,7.4,5.52,2.01,2.15,0.08,0.06,0.0,0.02,0.01,0.14,1.58,0.11
0,2018,077,3.12,0.62,3.01,2.13,0.15,0.0,0.0,0.0,0.0,0.59,2.51,2.22
0,2019,077,2.73,5.05,2.9,0.59,2.15,0.0,0.0,0.0,0.22,0.0,0.71,3.25
0,2020,077,1.05,0.0,2.0,1.17,0.47,0.0,0.0,0.01,0.0,0.0,0.26,1.64
0,2021,077,3.06,0.92,0.98,0.07,0.0,0.0,0.0,0.0,0.02,3.96,0.56,4.65
0,2022,077,0.04,0.03,0.68,0.82,0.01,0.07,0.0,0.0,0.32,0.0,1.23,-9.99
0,2015,079,0.35,1.87,0.19,0.72,0.18,0.07,0.13,0.0,0.05,0.14,1.36,1.59
0,2016,079,5.29,0.63,3.38,0.42,0.18,0.0,0.0,0.0,0.0,1.74,1.67,2.75
0,2017,079,10.07,6.91,1.44,1.45,0.36,0.0,0.0,0.01,0.26,0.07,0.25,0.07
0,2018,079,2.47,0.24,6.82,0.33,0.02,0.0,0.0,0.0,0.0,0.39,3.0,1.13
0,2019,079,5.58,6.38,3.55,0.17,1.47,0.01,0.0,0.0,0.0,0.0,1.9,4.59
0,2020,079,0.61,0.01,4.2,2.58,0.18,0.01,0.0,0.05,0.0,0.0,0.38,1.29
0,2021,079,6.16,0.08,1.17,0.08,0.01,0.01,0.01,0.0,0.0,1.92,0.14,7.23
0,2022,079,0.12,0.05,1.16,0.46,0.0,0.0,0.0,0.0,0.69,0.0,1.02,-9.99
0,2015,081,0.01,3.26,0.26,1.51,0.28,0.19,0.05,0.01,0.04,0.1,2.42,5.94
0,2016,081,8.05,1.23,8.73,2.15,0.19,0.01,0.02,0.01,0.0,4.78,2.51,5.4
0,2017,081,13.98,10.91,4.0,3.28,0.01,0.09,0.0,0.01,0.15,0.37,3.86,0.13
0,2018,081,6.24,0.47,6.01,3.13,0.11,0.01,0.01,0.0,0.01,0.12,4.06,2.56
0,2019,081,6.54,10.48,6.03,0.87,2.96,0.03,0.01,0.01,0.11,0.01,1.66,5.62
0,2020,081,2.4,0.0,2.68,1.94,0.7,0.02,0.01,0.09,0.0,0.0,0.84,2.27
0,2021,081,3.89,1.88,1.94,0.08,0.01,0.03,0.01,0.01,0.06,5.89,1.0,11.27
0,2022,081,0.54,0.1,1.02,2.19,0.05,0.12,0.04,0.03,0.46,0.03,2.8,-9.99
0,2015,083,0.95,0.7,0.31,0.37,0.33,0.21,0.14,0.0,0.1,0.18,0.73,1.03
0,2016,083,5.22,0.91,2.95,0.63,0.35,0.0,0.0,0.0,0.0,1.11,1.51,3.31
0,2017,083,8.75,9.26,0.95,0.58,0.39,0.0,0.01,0.01,0.44,0.03,0.08,0.02
0,2018,083,2.75,0.18,5.45,0.19,0.14,0.01,0.0,0.0,0.0,0.54,2.29,1.17
0,2019,083,7.52,6.68,3.5,0.18,1.59,0.01,0.0,0.01,0.0,0.0,2.19,4.97
0,2020,083,0.63,0.03,4.93,3.58,0.08,0.02,0.0,0.01,0.0,0.0,0.22,1.84
0,2021,083,5.63,0.1,1.23,0.1,0.01,0.0,0.02,0.0,0.0,1.58,0.09,7.78
0,2022,083,0.19,0.14,1.64,0.37,0.01,0.0,0.0,0.0,0.39,0.03,1.41,-9.99
0,2015,085,0.01,2.87,0.4,1.28,0.57,0.07,0.02,0.1,0.01,0.28,3.33,4.79
0,2016,085,7.73,1.24,7.73,2.14,0.36,0.0,0.01,0.02,0.0,3.96,2.26,4.19
0,2017,085,12.68,9.68,3.23,2.79,0.06,0.08,0.0,0.0,0.1,0.22,2.55,0.14
0,2018,085,4.74,0.51,6.01,2.68,0.06,0.0,0.01,0.0,0.0,0.1,4.09,2.9
0,2019,085,5.45,9.47,5.81,0.74,2.77,0.02,0.02,0.01,0.09,0.01,1.46,6.32
0,2020,085,2.19,0.0,4.32,2.32,0.88,0.01,0.0,0.03,0.0,0.0,0.6,2.12
0,2021,085,4.71,1.07,2.04,0.15,0.0,0.0,0.01,0.01,0.02,4.62,0.74,9.44
0,2022,085,0.15,0.16,0.91,1.67,0.03,0.02,0.01,0.01,0.85,0.01,2.78,-9.99
0,2015,087,0.0,3.65,0.52,1.85,0.29,0.06,0.06,0.06,0.02,0.1,3.77,6.64
0,2016,087,11.48,1.16,10.33,1.68,0.25,0.0,0.02,0.03,0.01,5.4,3.05,7.03
0,2017,087,19.27,14.61,5.03,4.06,0.05,0.09,0.0,0.01,0.09,0.21,4.05,0.16
0,2018,087,6.08,0.36,8.63,3.17,0.08,0.02,0.02,0.0,0.0,0.08,5.08,3.81
0,2019,087,8.87,12.83,7.73,0.87,3.52,0.05,0.05,0.02,0.11,0.0,2.14,10.05
0,2020,087,2.78,0.02,3.49,3.02,0.99,0.02,0.02,0.05,0.0,0.0,1.45,2.67
0,2021,087,7.42,1.42,2.84,0.09,0.01,0.02,0.02,0.01,0.02,5.99,1.72,14.36
0,2022,087,0.49,0.08,1.63,2.68,0.01,0.06,0.02,0.02,1.13,0.03,4.23,-9.99
0,2015,089,0.67,6.57,1.5,1.64,1.5,0.57,0.46,0.03,0.71,0.88,2.54,10.58
0,2016,089,13.62,2.58,11.39,2.01,2.2,1.67,0.01,0.01,0.01,9.56,5.82,8.33
0,2017,089,14.71,13.88,6.09,6.67,0.48,0.77,0.0,0.11,0.44,0.81,8.48,0.51
0,2018,089,5.62,0.41,7.9,5.39,1.57,0.12,0.05,0.0,0.05,1.19,6.0,5.83
0,2019,089,9.06,14.17,10.09,4.1,5.23,0.16,0.0,0.72,1.27,0.28,1.44,8.32
0,2020,089,5.45,0.03,5.73,1.48,4.16,0.31,0.07,0.26,0.0,0.04,2.46,3.31
0,2021,089,5.55,3.39,3.4,0.79,0.16,0.05,0.03,0.0,0.9,7.99,3.26,7.78
0,2022,089,1.52,0.07,1.29,4.16,0.43,1.14,0.06,0.02,1.15,0.04,3.48,-9.99
0,2015,091,0.11,6.91,0.88,2.6,2.09,0.76,0.99,0.18,0.24,1.81,4.64,9.88
0,2016,091,12.28,2.38,13.34,3.17,2.49,0.25,0.0,0.08,0.05,11.85,4.13,10.55
0,2017,091,25.17,22.8,6.05,9.47,1.02,0.64,0.04,0.34,1.27,0.87,11.69,0.84
0,2018,091,6.15,1.77,13.82,4.53,2.84,0.31,0.28,0.0,0.02,0.74,5.56,3.25
0,2019,091,12.0,19.94,7.11,3.19,5.11,0.54,0.11,0.04,2.29,0.16,2.52,7.81
0,2020,091,3.66,0.23,5.82,3.0,3.07,0.33,0.2,0.12,0.02,0.02,3.98,3.88
0,2021,091,5.47,3.02,3.18,0.7,0.55,0.12,0.21,0.06,0.82,12.4,2.25,15.89
0,2022,091,0.64,0.71,1.06,5.64,0.62,1.61,0.01,0.26,1.58,0.13,3.56,-9.99
0,2015,093,1.67,7.72,2.5,1.15,2.09,0.52,1.03,0.15,0.48,0.86,2.22,11.95
0,2016,093,10.96,3.01,9.13,2.06,1.56,1.15,0.2,0.01,0.08,10.35,3.98,6.44
0,2017,093,10.61,11.9,5.29,4.81,0.76,0.89,0.06,0.46,0.45,1.07,6.23,1.09
0,2018,093,4.34,1.22,5.58,3.66,1.97,0.34,0.29,0.0,0.21,0.97,3.36,4.29
0,2019,093,6.39,11.59,4.18,3.5,3.27,0.13,0.0,0.78,1.95,0.94,1.4,5.36
0,2020,093,6.37,0.43,2.09,0.93,3.38,0.71,0.36,0.62,0.08,0.23,3.88,4.14
0,2021,093,5.55,3.83,2.61,0.59,0.25,0.48,0.17,0.03,1.52,5.48,2.44,6.28
0,2022,093,1.74,0.41,1.72,3.95,1.11,1.18,0.48,0.18,0.92,0.33,3.52,-9.99
0,2015,095,0.02,2.54,0.17,1.18,0.09,0.15,0.02,0.01,0.05,0.21,1.59,2.71
0,2016,095,6.71,0.62,5.91,1.0,0.33,0.0,0.0,0.0,0.0,2.94,1.55,3.8
0,2017,095,12.48,9.13,3.05,2.86,0.05,0.26,0.0,0.01,0.02,0.17,2.48,0.06
0,2018,095,3.98,0.29,4.93,2.3,0.06,0.0,0.01,0.0,0.0,0.2,3.32,2.25
0,2019,095,5.94,8.8,4.52,0.34,2.39,0.0,0.0,0.0,0.09,0.0,0.82,5.89
0,2020,095,1.41,0.0,1.42,0.93,0.57,0.0,0.0,0.05,0.0,0.0,0.65,1.48
0,2021,095,2.96,1.08,1.24,0.06,0.0,0.0,0.0,0.0,0.03,5.28,0.99,6.84
0,2022,095,0.36,0.02,0.65,0.87,0.05,0.17,0.0,0.02,0.7,0.0,1.29,-9.99
0,2015,097,0.19,5.47,0.28,2.07,0.18,0.18,0.08,0.06,0.62,0.18,2.01,10.11
0,2016,097,12.73,1.33,12.23,1.57,0.39,0.15,0.0,0.01,0.0,8.13,5.1,7.92
0,2017,097,19.58,15.74,4.38,5.3,0.06,0.42,0.0,0.01,0.13,0.44,6.51,0.19
0,2018,097,7.92,0.59,7.9,6.49,0.3,0.0,0.0,0.01,0.12,1.54,6.08,5.07
0,2019,097,9.67,19.45,8.79,2.4,4.67,0.0,0.0,0.02,0.2,0.05,1.59,11.01
0,2020,097,3.92,0.01,1.81,1.31,2.04,0.0,0.01,0.2,0.01,0.02,1.88,3.65
0,2021,097,5.44,2.36,3.07,0.23,0.02,0.01,0.02,0.03,0.31,10.17,3.33,10.21
0,2022,097,1.03,0.08,1.52,3.29,0.19,0.82,0.02,0.13,1.53,0.05,2.21,-9.99
0,2015,099,0.02,1.96,0.23,0.77,0.23,0.02,0.01,0.01,0.01,0.39,2.51,2.47
0,2016,099,5.05,0.63,4.07,1.94,0.33,0.0,0.0,0.0,0.0,2.54,1.2,2.28
0,2017,099,6.98,4.92,1.8,1.55,0.12,0.02,0.0,0.0,0.03,0.12,1.21,0.07
0,2018,099,2.89,0.49,3.27,1.77,0.12,0.0,0.0,0.0,0.0,0.16,2.84,2.03
0,2019,099,2.89,4.82,3.01,0.35,1.89,0.0,0.0,0.0,0.09,0.0,0.69,4.03
0,2020,099,0.93,0.0,2.48,1.22,0.31,0.01,0.0,0.01,0.0,0.0,0.36,1.46
0,2021,099,3.81,0.8,1.1,0.06,0.0,0.0,0.0,0.0,0.02,2.76,0.34,5.31
0,2022,099,0.04,0.07,0.87,0.63,0.01,0.01,0.01,0.02,0.26,0.0,1.29,-9.99
0,2015,101,0.1,2.49,0.17,1.52,0.03,0.03,0.01,0.01,0.04,0.08,2.36,2.03
0,2016,101,5.42,0.72,6.8,0.59,0.47,0.01,0.0,0.0,0.0,2.65,1.59,3.14
0,2017,101,9.03,7.47,2.63,2.62,0.14,0.47,0.0,0.0,0.01,0.29,2.65,0.1
0,2018,101,4.38,0.43,4.96,2.37,0.13,0.0,0.0,0.0,0.0,0.24,2.57,2.53
0,2019,101,5.22,9.07,3.94,0.57,3.07,0.02,0.0,0.0,0.34,0.0,0.53,5.47
0,2020,101,1.45,0.01,1.27,0.85,0.78,0.02,0.0,0.05,0.0,0.0,0.76,1.38
0,2021,101,2.19,1.13,1.49,0.07,0.0,0.0,0.0,0.0,0.06,4.85,0.77,5.52
0,2022,101,0.09,0.0,0.84,0.74,0.06,0.3,0.0,0.0,1.27,0.0,1.2,-9.99
0,2015,103,0.25,4.29,1.04,1.76,0.61,0.33,0.18,0.04,0.4,0.62,2.64,7.4
0,2016,103,12.23,1.6,9.8,2.07,1.47,1.21,0.01,0.0,0.02,7.15,5.1,7.33
0,2017,103,11.81,11.25,4.12,5.04,0.47,0.47,0.0,0.05,0.33,0.78,6.19,0.33
0,2018,103,5.24,0.32,6.71,5.36,0.93,0.17,0.01,0.0,0.01,0.9,5.8,5.13
0,2019,103,9.32,14.32,8.43,1.99,4.37,0.05,0.0,0.24,0.92,0.16,1.4,7.24
0,2020,103,3.47,0.02,3.96,1.12,3.06,0.29,0.02,0.11,0.0,0.01,1.52,2.92
0,2021,103,4.46,2.67,3.41,0.63,0.15,0.11,0.01,0.0,0.51,7.73,2.36,7.99
0,2022,103,0.62,0.03,1.23,2.43,0.25,1.07,0.01,0.02,1.37,0.0,3.22,-9.99
0,2015,105,1.79,11.74,2.53,2.03,1.23,0.58,0.76,0.15,0.76,0.92,2.69,18.03
0,2016,105,19.74,3.28,14.97,2.92,1.59,0.89,0.05,0.01,0.02,14.03,7.35,10.07
0,2017,105,18.3,18.77,7.92,8.72,0.57,1.04,0.01,0.25,0.85,1.28,9.18,0.87
0,2018,105,7.62,1.34,8.57,6.18,2.08,0.14,0.15,0.0,0.24,0.81,6.95,5.68
0,2019,105,11.37,20.41,8.91,5.2,4.29,0.13,0.01,0.61,1.24,0.65,2.36,10.96
0,2020,105,7.66,0.28,3.92,2.71,4.42,0.49,0.35,0.1,0.14,0.17,2.98,4.92
0,2021,105,9.14,6.05,4.22,0.92,0.15,0.28,0.05,0.01,0.99,8.26,4.39,10.36
0,2022,105,2.07,0.21,1.52,5.25,1.01,1.16,0.21,0.06,2.33,0.09,5.69,-9.99
0,2015,107,0.47,2.29,0.43,0.87,1.76,0.09,1.04,0.0,0.12,2.45,2.41,3.34
0,2016,107,4.99,1.95,3.17,1.75,0.68,0.15,0.0,0.03,0.0,1.29,1.07,4.65
0,2017,107,12.91,7.37,1.63,2.35,0.56,0.14,0.02,0.33,0.58,0.05,1.28,0.11
0,2018,107,1.92,0.77,7.32,1.62,0.37,0.0,0.28,0.0,0.0,0.71,2.16,1.2
0,2019,107,4.55,8.13,6.08,0.84,3.31,0.14,0.06,0.0,0.02,0.0,2.35,4.05
0,2020,107,0.8,0.35,3.89,3.74,0.75,0.04,0.0,0.0,0.0,0.0,0.67,1.37
0,2021,107,3.06,0.65,1.81,0.29,0.08,0.0,0.14,0.0,0.04,2.83,0.24,9.33
0,2022,107,0.02,0.59,1.72,0.75,0.0,0.16,0.0,0.37,0.16,0.0,1.67,-9.99
0,2015,109,0.14,5.12,0.68,3.29,2.7,0.71,0.93,0.09,0.18,2.34,5.17,8.66
0,2016,109,9.76,1.84,8.84,3.61,1.43,0.2,0.04,0.02,0.17,8.02,2.88,8.33
0,2017,109,22.84,17.66,5.39,7.64,0.89,0.42,0.01,0.56,1.26,0.61,6.87,0.43
0,2018,109,4.59,1.07,15.31,4.33,0.91,0.0,0.23,0.06,0.09,0.79,7.35,2.67
0,2019,109,8.22,16.31,8.2,1.64,5.66,0.28,0.23,0.0,0.57,0.02,2.23,8.76
0,2020,109,1.91,0.12,5.88,4.14,2.32,0.27,0.12,0.13,0.17,0.03,2.34,3.64
0,2021,109,7.48,2.26,3.25,0.85,0.49,0.68,0.54,0.18,0.09,7.66,1.14,12.98
0,2022,109,0.06,0.44,1.47,3.67,0.29,0.3,0.03,0.7,1.78,0.14,3.54,-9.99
0,2015,111,1.97,0.88,0.69,0.32,0.61,0.19,0.29,0.0,0.53,0.29,0.27,0.78
0,2016,111,4.78,1.2,2.78,0.56,0.31,0.0,0.0,0.0,0.0,0.71,1.15,4.65
0,2017,111,10.18,9.24,0.64,0.24,0.22,0.01,0.0,0.1,0.12,0.02,0.13,0.01
0,2018,111,2.87,0.21,6.34,0.1,0.15,0.01,0.0,0.0,0.0,0.22,1.87,2.47
0,2019,111,8.17,7.38,4.12,0.11,1.86,0.04,0.0,0.0,0.01,0.0,2.82,6.5
0,2020,111,0.51,0.12,5.25,4.22,0.14,0.03,0.0,0.0,0.0,0.01,0.16,1.66
0,2021,111,2.4,0.04,1.12,0.05,0.01,0.0,0.01,0.01,0.0,1.29,0.01,11.99
0,2022,111,0.3,0.09,1.91,0.34,0.01,0.02,0.0,0.0,0.38,0.06,1.65,-9.99
0,2015,113,0.06,3.2,0.17,1.31,0.1,0.04,0.02,0.01,0.06,0.18,1.83,2.21
0,2016,113,5.95,0.69,6.69,0.75,0.55,0.01,0.0,0.0,0.0,2.93,1.65,3.7
0,2017,113,12.72,9.34,2.77,2.9,0.1,0.29,0.0,0.0,0.01,0.19,2.33,0.09
0,2018,113,4.36,0.35,4.91,2.08,0.18,0.0,0.01,0.0,0.01,0.22,3.29,2.43
0,2019,113,6.44,10.76,4.84,0.45,3.1,0.0,0.0,0.0,0.26,0.0,0.54,6.75
0,2020,113,1.45,0.0,1.24,0.89,0.62,0.0,0.0,0.04,0.0,0.0,0.59,1.53
0,2021,113,3.12,0.99,1.29,0.07,0.0,0.0,0.0,0.0,0.05,5.24,0.91,7.24
0,2022,113,0.27,0.01,1.0,0.84,0.04,0.26,0.0,0.0,1.01,0.0,1.19,-9.99
0,2015,115,0.08,4.42,0.48,2.75,0.17,0.07,0.03,0.03,0.14,0.49,3.75,7.11
0,2016,115,11.66,1.67,12.28,1.44,0.88,0.09,0.0,0.0,0.01,7.42,3.6,7.68
0,2017,115,17.58,16.43,4.78,6.06,0.3,0.56,0.0,0.01,0.19,0.6,8.01,0.49
0,2018,115,6.85,1.1,10.51,4.58,0.34,0.02,0.0,0.0,0.0,0.65,5.62,3.99
0,2019,115,9.52,17.61,7.07,2.26,4.51,0.21,0.0,0.0,1.22,0.05,1.72,7.98
0,2020,115,3.51,0.12,3.93,2.37,2.45,0.1,0.0,0.05,0.0,0.0,2.64,2.85
0,2021,115,4.48,2.87,3.31,0.31,0.08,0.02,0.01,0.0,0.42,8.7,1.81,10.7
0,2022,115,0.7,0.09,1.25,3.69,0.24,0.84,0.0,0.03,1.28,0.01,2.55,-9.99
